Condition,Price,Propulsion,No. Engines,Year,Make,Model,Flight Rules,National Origin,Country,Continent
Used,169900.0,Piston Engine,1.0,2004.0,Aviat,Husky A-1B,No information,United States,Canada,North America
New,444000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Clipper,No information,United States,United States,North America
Used,140000.0,Piston Engine,1.0,1942.0,North American Aviation,Snj 5,No information,United States,United States,North America
New,852000.0,Turboshaft,1.0,2020.0,Robinson Helicopter,R66,VFR,United States,United States,North America
Project,190000.0,Piston Engine,1.0,2020.0,Vertical Aviation Technologies,Hummingbird,No information,United States,United States,North America
New,348000.0,Piston Engine,1.0,2020.0,Waco Aircraft Company,Upf-7,VFR,United States,United States,North America
Used,37500.0,Piston Engine,1.0,2012.0,Zenair Ltd,Stol Ch750,VFR,Canada,United States,North America
Used,20000.0,Piston Engine,1.0,2007.0,Zenair/Zenith,Zodiac Ch 601 Xl,No information,Canada,United States,North America
Used,69000.0,Piston Engine,1.0,1999.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,59000.0,Piston Engine,1.0,1999.0,Robinson Helicopter,R44 Astro,VFR,United States,United States,North America
Used,1140000.0,Turboprop,1.0,2000.0,Cessna,Caravan 208,IFR,United States,Canada,North America
Used,38000.0,Piston Engine,1.0,1991.0,Robinson Helicopter,R22 Beta,VFR,United States,United States,North America
Used,64000.0,Piston Engine,1.0,1991.0,Yakovlev,Yak 52,VFR,Soviet Union,United States,North America
Used,189800.0,Piston Engine,2.0,1983.0,Piper Aircraft Corporation,602P,No information,United States,United States,North America
Used,575000.0,Turboprop,1.0,1980.0,Cessna,P210 Silver Eagle,IFR,United States,Canada,North America
Used,159000.0,Piston Engine,2.0,1977.0,Cessna,340A,IFR,United States,United States,North America
Used,124000.0,Piston Engine,2.0,1978.0,Cessna,310R,IFR,United States,United States,North America
Used,179900.0,Turbofan,2.0,1978.0,Cessna,Citation Ii,IFR,United States,United States,North America
Used,135000.0,Piston Engine,2.0,1979.0,Beechcraft,Duchess,No information,United States,Canada,North America
No information,165000.0,Piston Engine,2.0,1979.0,Cessna,310R,IFR,United States,United States,North America
Used,179900.0,Piston Engine,1.0,1979.0,Cessna,P210 Riley Rocket,No information,United States,United States,North America
Used,179900.0,Piston Engine,1.0,1979.0,Cessna,P210N,IFR,United States,United States,North America
Used,159000.0,Piston Engine,1.0,1979.0,Cessna,Tr182Rg Skylane,IFR,United States,United States,North America
Used,95000.0,Piston Engine,1.0,1980.0,Mooney International Corp,M20J 201,IFR,United States,United States,North America
Used,320000.0,Piston Engine,2.0,1981.0,Piper Aircraft Corporation,700 Superstar,IFR,United States,Canada,North America
Used,449000.0,Piston Engine,2.0,1981.0,Cessna,340A,IFR,United States,Canada,North America
Used,175000.0,Piston Engine,1.0,1981.0,Hiller Aircraft,Uh 12E,No information,United States,United States,North America
Used,165000.0,Piston Engine,1.0,1981.0,Piper Aircraft,Turbo Saratoga Sp (1980 - 1987),IFR,United States,Canada,North America
Used,129900.0,Piston Engine,2.0,1981.0,Piper Aircraft,Seneca Iii,IFR,United States,United States,North America
Used,225000.0,Piston Engine,1.0,1982.0,Cessna,A185F,No information,United States,Canada,North America
Used,151000.0,Piston Engine,1.0,1984.0,Schweizer,300C,VFR,United States,United States,North America
Used,63500.0,Piston Engine,1.0,1985.0,Wag Aero,Sportsman 2 Plus 2,No information,United States,Canada,North America
Used,32000.0,Piston Engine,1.0,1987.0,Van'S Aircraft,Rv-3,No information,United States,United States,North America
Used,295000.0,Piston Engine,1.0,1989.0,Enstrom Helicopter Corporation,280Fx Shark,VFR,United States,Canada,North America
Used,109000.0,Piston Engine,1.0,1993.0,Piper Aircraft,Super Cub,VFR,United States,United States,North America
Used,84500.0,Piston Engine,1.0,1993.0,Yakovlev,Yak 52,VFR,Soviet Union,United States,North America
Used,525000.0,Turboshaft,1.0,1994.0,Bell Textron,206B Iii,No information,United States,United States,North America
Used,55000.0,Piston Engine,1.0,1994.0,Piper Aircraft,Pa-11 Cub Special,VFR,United States,United States,North America
Used,1295000.0,Turboprop,2.0,1995.0,Beechcraft,King Air 350,No information,United States,United States,North America
Used,100000.0,Piston Engine,1.0,1996.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,159000.0,Piston Engine,1.0,1998.0,Cessna,172R Skyhawk,IFR,United States,United States,North America
Used,155000.0,Piston Engine,1.0,1998.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,342000.0,Turboprop,1.0,1998.0,Ayres,400,IFR,United States,United States,North America
Used,465000.0,Piston Engine,1.0,1999.0,Cessna,206H Stationair,No information,United States,Canada,North America
Used,76000.0,Piston Engine,1.0,2000.0,Ashcraft Aero Works,Dr-109,VFR,United States,United States,North America
Used,975000.0,Piston Engine,1.0,2003.0,Homebuilt,Spitfire Mkix Replica,No information,United States,United States,North America
Used,95900.0,Piston Engine,1.0,2004.0,Dakota Cub Aircraft,Super 18,No information,United States,United States,North America
Used,55000.0,Piston Engine,1.0,2004.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,159000.0,Piston Engine,1.0,2005.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,130000.0,Piston Engine,1.0,2005.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,149000.0,Piston Engine,1.0,2005.0,Robinson Helicopter,R44 Clipper Ii,IFR,United States,United States,North America
Used,199600.0,Piston Engine,1.0,2006.0,Homebuilt,Not Specified,No information,Canada,Canada,North America
Used,199500.0,Piston Engine,1.0,2006.0,Diamond Aircraft Industries,Da40,IFR,Austria,United States,North America
Used,395000.0,Piston Engine,1.0,2006.0,Found Aircraft Co,Fba-2C,No information,Canada,Canada,North America
Used,215000.0,Piston Engine,1.0,2006.0,Lancair,Super Es,IFR,United States,United States,North America
Used,395000.0,Turboprop,1.0,2006.0,Ayres,S2Rhg-T65,No information,United States,United States,North America
No information,28000.0,Piston Engine,1.0,2006.0,Zenair/Zenith,Zodiac Ch 601 Xlb,VFR,Canada,United States,North America
Used,1150000.0,Turbofan,2.0,2007.0,Cessna,Citation Mustang,IFR,United States,United States,North America
Used,114900.0,Piston Engine,1.0,2007.0,Cubcrafters,Cc11-100 Sport Cub,VFR,United States,United States,North America
Used,59500.0,Piston Engine,1.0,2009.0,Aerotrek,A240,VFR,Slovakia,United States,North America
Used,239000.0,Piston Engine,1.0,2009.0,Robinson Helicopter,R44 Raven Ii,VFR,United States,United States,North America
Used,1975000.0,Turboshaft,1.0,2010.0,Bell Textron,407,No information,United States,United States,North America
Used,112000.0,Piston Engine,1.0,2010.0,Tl Ultralight,Tl-3000 Sirius,No information,Czech Republic,United States,North America
Used,85000.0,Piston Engine,1.0,2014.0,Comp Air Inc.,Comp Air 6 Piston,No information,United States,Canada,North America
Project,14000.0,Piston Engine,1.0,2019.0,Homebuilt,Not Specified,No information,United States,United States,North America
New,263900.0,Piston Engine,1.0,2020.0,American Champion,8-Gcbc Scout,VFR,United States,United States,North America
New,335000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Cadet,VFR,United States,United States,North America
New,286000.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
New,207994.0,Piston Engine,1.0,2020.0,Jmb Aircraft,Vl-3 Rg,VFR,Czech Republic,United States,North America
Used,92500.0,Piston Engine,1.0,1996.0,Wheeler Technology,Express,IFR,United States,United States,North America
Used,188000.0,Piston Engine,2.0,1980.0,Piper Aircraft Corporation,600A,IFR,United States,United States,North America
Used,145000.0,Piston Engine,1.0,1978.0,Cessna,182Rg Skylane,IFR,United States,Canada,North America
Used,65000.0,Piston Engine,1.0,1974.0,Piper Aircraft,Super Cub,VFR,United States,United States,North America
Used,49900.0,Piston Engine,1.0,1972.0,Cessna,177B,IFR,United States,United States,North America
Used,67000.0,Piston Engine,1.0,1963.0,Cessna,182F Skylane,No information,United States,Canada,North America
Used,500000.0,Piston Engine,1.0,1956.0,Beechcraft,T34B Mentor,IFR,United States,United States,North America
Used,44000.0,Piston Engine,1.0,1956.0,Piper Aircraft,Pacer,VFR,United States,Canada,North America
Used,179500.0,Piston Engine,2.0,1957.0,Beechcraft,E18S,IFR,United States,United States,North America
Used,69900.0,Piston Engine,1.0,1957.0,Cessna,182A Skylane,IFR,United States,Canada,North America
Used,125000.0,Piston Engine,1.0,1987.0,Beechcraft,T34A Mentor,IFR,United States,United States,North America
Used,100000.0,Piston Engine,1.0,1987.0,Cessna,Tr182Rg Skylane,IFR,United States,United States,North America
Used,87500.0,Piston Engine,1.0,1987.0,Fuji,Lm-1,No information,Japan,United States,North America
Used,14000.0,Piston Engine,1.0,1987.0,Homebuilt,Not Specified,No information,United States,United States,North America
Used,78000.0,Piston Engine,1.0,2008.0,Van'S Aircraft,Rv-9/9A,No information,United States,United States,North America
Used,88350.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R22,No information,United States,United States,North America
New,3000000.0,Turboprop,2.0,2021.0,Epic Aircraft,E1000,No information,United States,United States,North America
No information,11500.0,Piston Engine,1.0,1987.0,Loehle Aircraft,5151 Mustang,No information,United States,United States,North America
Used,199900.0,Piston Engine,1.0,1987.0,North American Aviation,Harvard Iv,No information,United States,United States,North America
Project,3500.0,Piston Engine,1.0,1987.0,Pietenpol,Air Camper,No information,United States,United States,North America
Used,55500.0,Piston Engine,1.0,1927.0,Travel Air,4000,VFR,United States,United States,North America
Used,186000.0,Piston Engine,1.0,1940.0,Waco Aircraft Company,Upf-7,VFR,United States,United States,North America
Used,119000.0,Piston Engine,1.0,1941.0,Waco Aircraft Company,Upf-7,VFR,United States,United States,North America
Used,395000.0,Piston Engine,1.0,1943.0,Beechcraft,D17S Staggerwing,No information,United States,United States,North America
Used,30000.0,Piston Engine,1.0,1946.0,Piper Aircraft,J-3 Cub,VFR,United States,United States,North America
Used,35900.0,Piston Engine,1.0,1946.0,Piper Aircraft,J-3 Cub,VFR,United States,United States,North America
Used,1500000.0,Piston Engine,2.0,1947.0,Grumman,Mallard,No information,United States,United States,North America
Used,59900.0,Piston Engine,1.0,1947.0,Piper Aircraft,J-3 Cub,VFR,United States,United States,North America
Used,55000.0,Piston Engine,1.0,1948.0,Cessna,170A,No information,United States,United Kingdom,Europe
Used,95000.0,Piston Engine,1.0,1950.0,Piper Aircraft,Super Cub,VFR,United States,United States,North America
Used,39950.0,Piston Engine,1.0,1951.0,Piper Aircraft,Pacer,VFR,United States,United States,North America
Used,225000.0,Piston Engine,1.0,1952.0,Dehavilland,Dhc-2,VFR,Canada,Canada,North America
Project,72000.0,Piston Engine,1.0,1952.0,North American Aviation,At-6G,IFR,United States,United States,North America
Used,100000.0,Piston Engine,1.0,1953.0,Dehavilland,Dhc-1,VFR,Canada,United States,North America
Used,453000.0,Piston Engine,1.0,1953.0,Dehavilland,Dhc-2 Mk I,VFR,Canada,Canada,North America
Used,199000.0,Piston Engine,1.0,1953.0,Dehavilland,Dhc-2 Mk I,VFR,Canada,Canada,North America
Used,267500.0,Piston Engine,1.0,1954.0,Dehavilland,Dhc-2 Mk I,VFR,Canada,Canada,North America
Used,337000.0,Piston Engine,1.0,1955.0,Dehavilland,Dhc-2,VFR,Canada,Canada,North America
Used,19900.0,Piston Engine,1.0,1956.0,Aeronca,7 Champion Ec,VFR,United States,United States,North America
Used,68000.0,Turbofan,1.0,1958.0,Canadair,T-33 Silver Star,VFR,Canada,United States,North America
Used,799000.0,Piston Engine,1.0,1958.0,Dehavilland,Dhc-3,VFR,Canada,Canada,North America
Used,329000.0,Piston Engine,1.0,1959.0,Dehavilland,Dhc-2,VFR,Canada,Canada,North America
Used,25900.0,Piston Engine,1.0,1959.0,Ercoupe,F1,No information,United States,United States,North America
Used,119000.0,Piston Engine,1.0,1959.0,Focke Wulf,Fw P 149D,No information,Germany,Canada,North America
Used,109000.0,Piston Engine,1.0,1959.0,Pilatus,P3-05,No information,Switzerland,Canada,North America
Used,89900.0,Piston Engine,1.0,1960.0,Cessna,175A,IFR,United States,Canada,North America
Used,225000.0,Turbofan,2.0,1961.0,Morane-Saulnier,Ms 760 Iib Paris Jet,No information,France,United States,North America
Used,56500.0,Piston Engine,1.0,1961.0,Piper Aircraft,Comanche 250,IFR,United States,Canada,North America
Used,65000.0,Piston Engine,1.0,1962.0,Cessna,210B,VFR,United States,United States,North America
Used,95000.0,Piston Engine,1.0,1965.0,Piper Aircraft,Comanche 260,IFR,United States,United States,North America
Used,119000.0,Piston Engine,2.0,1966.0,Beechcraft,B55 Baron,IFR,United States,Canada,North America
Used,174900.0,Piston Engine,1.0,1966.0,Bell Textron,47G-2A1,VFR,United States,United States,North America
Used,1600000.0,Piston Engine,1.0,1966.0,Dehavilland,Dhc-2,VFR,Canada,Canada,North America
Used,675000.0,Piston Engine,1.0,1966.0,Dehavilland,Dhc-3,VFR,Canada,Canada,North America
Used,32500.0,Piston Engine,1.0,1966.0,Piper Aircraft,Cherokee 140,IFR,United States,United States,North America
Used,27000.0,Piston Engine,1.0,1966.0,Piper Aircraft,Cherokee 140,IFR,United States,Canada,North America
Used,85000.0,Piston Engine,1.0,1966.0,Piper Aircraft,Cherokee 6/260,IFR,United States,United States,North America
Used,85000.0,Piston Engine,1.0,1966.0,Piper Aircraft,Cherokee 6/260,IFR,United States,Canada,North America
Used,95000.0,Piston Engine,2.0,1966.0,Piper Aircraft,Twin Comanche,IFR,United States,United States,North America
Used,22500.0,Piston Engine,1.0,1967.0,Cessna,150G,VFR,United States,United States,North America
Used,9900.0,Piston Engine,1.0,1968.0,Cessna,177,IFR,United States,United States,North America
Used,159500.0,Piston Engine,1.0,1968.0,Piper Aircraft,Super Cub,VFR,United States,United States,North America
Used,49500.0,Piston Engine,1.0,1969.0,Cessna,172L Skyhawk,IFR,United States,Canada,North America
Used,120000.0,Piston Engine,1.0,1969.0,Cessna,180H,VFR,United States,Canada,North America
Used,63500.0,Piston Engine,1.0,1972.0,Piper Aircraft,Arrow Ii,IFR,United States,Canada,North America
Used,229000.0,Piston Engine,2.0,1973.0,Cessna,421 Golden Eagle,IFR,United States,Canada,North America
Used,165000.0,Piston Engine,1.0,1973.0,Cessna,T210L,IFR,United States,United States,North America
Used,58500.0,Piston Engine,1.0,1973.0,Lake,La 4/200,No information,United States,Canada,North America
Used,349000.0,Turboprop,2.0,1973.0,Mitsubishi Heavy Industries,Mu 2K,IFR,Japan,United States,North America
Used,70000.0,Piston Engine,2.0,1973.0,Piper Aircraft,Aztec E,IFR,United States,Canada,North America
Used,105000.0,Piston Engine,1.0,1973.0,Piper Aircraft,Cherokee 6/300,IFR,United States,Canada,North America
Used,124950.0,Piston Engine,1.0,1974.0,Cessna,182 Skylane,IFR,United States,United States,North America
Used,200000.0,Piston Engine,1.0,1974.0,Cessna,A185F,No information,United States,Canada,North America
Used,26900.0,Piston Engine,1.0,1974.0,Piper Aircraft,Arrow Ii,IFR,United States,United States,North America
